review,rating,helpful_count,date,brand_reply,reply_date,sentiment,product,theme,month
sabje bekar chij hai isme ki product kha hai kb tk ayega kuch bhi mention nhi hota h,2,0,11-04-2026 07:32,"Thank you for taking the time to write this review. Kindly elaborate / explain the issue, your order/shipment number at care@dotandkey.com. We will get back to you at the earliest. Regards- Team Dot & Key.",13-04-2026 08:34,Negative,Dot & Key App,Product Quality,2026-04
Best👆,5,0,11-04-2026 06:16,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,13-04-2026 08:31,Positive,Dot & Key App,General,2026-04
u can try this app it is good 👍🏻 👍🏻,4,0,10-04-2026 16:20,Hi! We are glad that you like our app. We'd very much appreciate if you have any recommendations/suggestions for us to get 5-star rating. Thank you very much. Regards- Team Dot & Key.,11-04-2026 06:30,Positive,Dot & Key App,App Experience,2026-04
Repenting since I placed a pre-paid order from their website. 20 days and no surety about delivery at all! All I get is automated and vague assurances. Both the app and the delivery partners appear to be in cahoots in this scam. If you like their products strictly order them from third party apps-platforms like amazon blinkit etc. Extra cost is worth for some peace of mind.,1,4,10-04-2026 16:08,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.",11-04-2026 06:30,Negative,Dot & Key App,"Delivery & Orders, App Experience, Product Quality",2026-04
mind blowing.koi bhi product mujhe suit nhi karda but dot n key chamtkar se kam nhi..thenkoo dot n key♥️🥰,5,0,10-04-2026 14:20,"Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.
",11-04-2026 06:29,Positive,Dot & Key App,Product Quality,2026-04
nice product,5,0,10-04-2026 13:29,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,11-04-2026 06:29,Positive,Dot & Key App,Product Quality,2026-04
amazing 😍🤩,5,0,10-04-2026 09:23,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,10-04-2026 10:35,Positive,Dot & Key App,General,2026-04
this Brand is fake because this brand sunscreen not vivo certified minimalist better than dot qnd key,1,0,09-04-2026 04:28,"Dear Customer,
We are sorry that you feel this way. Please do share your feedback along with your contact details at care@dotandkey.com and our team will reach out to you at the earliest. Regards- Team Dot & Key.",10-04-2026 07:11,Negative,Dot & Key App,Product Quality,2026-04
very bad experience with this app ...its been 16 days and i didnt recieved my order nor they are updating me about my product ....i text now and then even after that no proper response ....i never expected that dot and key's service would be this bad now again its been 21 days as of today and still i didnt get my products. Dot and key is really bad,1,0,08-04-2026 07:53,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.",06-04-2026 08:03,Negative,Dot & Key App,"Delivery & Orders, App Experience, Customer Service, Product Quality",2026-04
i personally love this app 💓💓💓 you can buy everything what did you went increases best ever thing I ever buy,5,0,07-04-2026 16:28,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,10-04-2026 07:08,Positive,Dot & Key App,App Experience,2026-04
such a bad experience my order has not arrived yet and delaying for such a long time now . No tracking details has been provided too. And upon requesting for customer care they will make u wait for 24-48 hours . Never use this brand again such a bad service,1,0,07-04-2026 08:10,"Hi, Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.

",10-04-2026 07:07,Negative,Dot & Key App,"Delivery & Orders, Customer Service",2026-04
“Very poor experience. Delivery took 16 days with wrong status updates like ‘Consignee Not Available’ even when I was available. No proper communication and constant delays. Extremely frustrating service. Not recommended at all.”,1,0,06-04-2026 16:12,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.",10-04-2026 06:42,Negative,Dot & Key App,"Delivery & Orders, Customer Service",2026-04
bahut achchha,5,0,06-04-2026 14:10,"Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.

",10-04-2026 06:39,Positive,Dot & Key App,General,2026-04
nice product,5,0,06-04-2026 10:38,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,10-04-2026 06:32,Positive,Dot & Key App,Product Quality,2026-04
Worst experience ever. Don't buy from their official app or website cuz there's always a billing issue. They will charge more money or sent 2 products even tho I've ordered 1 and ask for the money of both and eventually u can't return easily. They're emails are so non sense like I'm trying to resolve an issue for like 1 month and even tho they accepted their mistake but have done nothing. Don't fall for their buy one get one offers either they would sent u only 1 product or 2 with price of both,1,1,05-04-2026 19:29,We apologize for the disappointment. Please share the order details with us at care@dotandkey.com. We will get in touch with you and do the needful. Thanks. Regards- Team Dot & Key.,06-04-2026 07:43,Negative,Dot & Key App,"Delivery & Orders, App Experience, Product Quality",2026-04
very 😞,5,0,05-04-2026 12:48,"Thanks for the 5 star rating. Hope you continue to enjoy reading news on our app. If you have any feedback or suggestions, please write to us at care@dotandkey.com. We would love to hear from you! Regards- Team Dot & Key.",06-04-2026 07:44,Positive,Dot & Key App,General,2026-04
app is not working while I give checkout,3,0,05-04-2026 08:50,"Please clear the data and cache for your app by going to your phone settings. This should resolve your issue. In case you are still facing the problem, please contact us at care@dotandkey.com with your contact details and relevant screenshots. Regards- Team Dot & Key.",06-04-2026 07:45,Neutral,Dot & Key App,App Experience,2026-04
the customer care service is the worst of all I called them because of the delivery delay which was about 18 days and they just hung up without any reason when I called them.,1,0,03-04-2026 13:21,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.",06-04-2026 08:01,Negative,Dot & Key App,"Delivery & Orders, Customer Service",2026-04
worst app ever I ordered a parcel for like 15 days ago and then it suddenly showed failed delivery by saying customer refuse to take the parcel but the parcel never came and still I haven't got my parcel it's been 20 days now and when I try to cancel my order it again refused,1,0,03-04-2026 02:33,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.",06-04-2026 08:06,Negative,Dot & Key App,"Delivery & Orders, App Experience, Customer Service",2026-04
